ticker,date,period_ending,estimate,reported,surprise,surprise%,
BRX,2022-11-01,Sep-22,0.49,0.49,0,0,2022-11-01
BRY,2022-11-02,Sep-22,0.46,0.55,0.09,19.57,2022-11-02
BSIG,2022-11-03,Sep-22,0.27,0.3,0.03,11.11,2022-11-03
BSRR,2022-10-24,Sep-22,0.67,0.66,-0.01,-1.49,2022-10-24
BSX,2022-10-26,Sep-22,0.44,0.43,-0.01,-2.27,2022-10-26
BSY,2022-11-08,Sep-22,0.17,0.19,0.02,11.76,2022-11-08
BTAI,2022-11-10,Sep-22,-1.34,-1.49,-0.15,-11.19,2022-11-10
BTU,2022-11-03,Sep-22,1.69,1.78,0.09,5.33,2022-11-03
BURL,2022-11-22,Oct-22,0.52,0.43,-0.09,-17.31,2022-11-22
BUSE,2022-10-25,Sep-22,0.64,0.65,0.01,1.56,2022-10-25
BV,2022-11-17,Sep-22,0.36,0.37,0.01,2.78,2022-11-17
BVH,2022-11-03,Sep-22,1.08,1.19,0.11,10.19,2022-11-03
BW,2022-11-08,Sep-22,-0.03,-0.24,-0.21,-700,2022-11-08
BWA,2022-10-27,Sep-22,1.02,1.24,0.22,21.57,2022-10-27
BWB,2022-10-27,Sep-22,0.46,0.47,0.01,2.17,2022-10-27
BWXT,2022-11-07,Sep-22,0.72,0.69,-0.03,-4.17,2022-11-07
BX,2022-10-20,Sep-22,0.96,1.06,0.1,10.42,2022-10-20
BXC,2022-11-01,Sep-22,5.4,6.38,0.98,18.15,2022-11-01
BXMT,2022-10-26,Sep-22,0.65,0.71,0.06,9.23,2022-10-26
BXP,2022-10-25,Sep-22,1.87,2.29,0.42,22.46,2022-10-25
BY,2022-10-27,Sep-22,0.55,0.61,0.06,10.91,2022-10-27
BYD,2022-10-25,Sep-22,1.28,1.48,0.2,15.63,2022-10-25
BYND,2022-11-09,Sep-22,-1.09,-1.6,-0.51,-46.79,2022-11-09
BZH,2022-11-10,Sep-22,2,2.82,0.82,41,2022-11-10
C,2022-10-14,Sep-22,1.46,1.5,0.04,2.74,2022-10-14
CABO,2022-11-03,Sep-22,12.61,11.53,-1.08,-8.56,2022-11-03
CAC,2022-10-25,Sep-22,1.09,0.98,-0.11,-10.09,2022-10-25
CACC,2022-11-01,Sep-22,11.37,6.49,-4.88,-42.92,2022-11-01
CACI,2022-10-26,Sep-22,4.25,4.36,0.11,2.59,2022-10-26
CADE,2022-10-24,Sep-22,0.77,0.78,0.01,1.3,2022-10-24
CAG,2022-10-06,Aug-22,0.52,0.57,0.05,9.62,2022-10-06
CAH,2022-11-04,Sep-22,0.96,1.2,0.24,25,2022-11-04
CAKE,2022-11-01,Sep-22,0.28,-0.03,-0.31,-110.71,2022-11-01
CAL,2022-11-22,Oct-22,1.12,1.15,0.03,2.68,2022-11-22
CALM,2022-09-27,Aug-22,2.4,2.57,0.17,7.08,2022-09-27
CALX,2022-10-24,Sep-22,0.24,0.34,0.1,41.67,2022-10-24
CANO,2022-11-09,Sep-22,-0.04,-0.01,0.03,75,2022-11-09
CAR,2022-10-31,Sep-22,14.8,21.7,6.9,46.62,2022-10-31
CARA,2022-11-07,Sep-22,-0.42,-0.43,-0.01,-2.38,2022-11-07
CARE,2022-10-27,Sep-22,0.51,0.59,0.08,15.69,2022-10-27
CARG,2022-11-08,Sep-22,0.26,0.21,-0.05,-19.23,2022-11-08
CARR,2022-10-27,Sep-22,0.65,0.7,0.05,7.69,2022-10-27
CARS,2022-11-03,Sep-22,0.14,-0.04,-0.18,-128.57,2022-11-03
CASH,2022-10-27,Sep-22,0.73,1.04,0.31,42.47,2022-10-27
CASY,2022-12-06,Oct-22,3.27,3.67,0.4,12.23,2022-12-06
CAT,2022-10-27,Sep-22,3.19,3.95,0.76,23.82,2022-10-27
CATC,2022-10-18,Sep-22,2.06,2.09,0.03,1.46,2022-10-18
CATY,2022-10-24,Sep-22,1.3,1.35,0.05,3.85,2022-10-24
CB,2022-10-25,Sep-22,3.02,3.17,0.15,4.97,2022-10-25
CBAN,2022-10-20,Sep-22,0.36,0.3,-0.06,-16.67,2022-10-20
CBOE,2022-11-04,Sep-22,1.63,1.74,0.11,6.75,2022-11-04
CBRE,2022-10-27,Sep-22,1.24,1.13,-0.11,-8.87,2022-10-27
CBRL,2022-12-02,Oct-22,1.27,0.99,-0.28,-22.05,2022-12-02
CBSH,2022-10-18,Sep-22,0.99,0.97,-0.02,-2.02,2022-10-18
CBT,2022-11-07,Sep-22,1.48,1.55,0.07,4.73,2022-11-07
CBU,2022-10-24,Sep-22,0.95,0.9,-0.05,-5.26,2022-10-24
CBZ,2022-10-27,Sep-22,0.46,0.51,0.05,10.87,2022-10-27
CC,2022-10-25,Sep-22,1.16,1.24,0.08,6.9,2022-10-25
CCBG,2022-10-25,Sep-22,0.68,0.67,-0.01,-1.47,2022-10-25
CCCC,2022-11-03,Sep-22,-0.65,-0.65,0,0,2022-11-03
CCCS,2022-11-04,Sep-22,0.08,0.07,-0.01,-12.5,2022-11-04
CCI,2022-10-19,Sep-22,1.83,0.97,-0.86,-46.99,2022-10-19
CCK,2022-10-24,Sep-22,1.76,1.46,-0.3,-17.05,2022-10-24
CCL,2022-09-30,Aug-22,-0.12,-0.58,-0.46,-383.33,2022-09-30
CCNE,2022-10-18,Sep-22,0.92,0.9,-0.02,-2.17,2022-10-18
CCO,2022-11-08,Sep-22,-0.03,-0.08,-0.05,-166.67,2022-11-08
CCOI,2022-11-03,Sep-22,0.23,-0.13,-0.36,-156.52,2022-11-03
CCRN,2022-11-02,Sep-22,0.96,1.07,0.11,11.46,2022-11-02
CCS,2022-10-26,Sep-22,4.2,4.44,0.24,5.71,2022-10-26
CDAY,2022-11-02,Sep-22,0.12,0.2,0.08,66.67,2022-11-02
CDE,2022-11-09,Sep-22,-0.05,-0.16,-0.11,-220,2022-11-09
CDMO,2022-12-06,Oct-22,-0.01,-0.01,0,0,2022-12-06
CDNA,2022-11-03,Sep-22,-0.14,-0.06,0.08,57.14,2022-11-03
CDNS,2022-10-24,Sep-22,0.97,1.06,0.09,9.28,2022-10-24
CDRE,2022-11-10,Sep-22,0.2,0.13,-0.07,-35,2022-11-10
CDW,2022-11-02,Sep-22,2.52,2.6,0.08,3.17,2022-11-02
CDXS,2022-11-03,Sep-22,-0.18,-0.15,0.03,16.67,2022-11-03
CE,2022-11-03,Sep-22,3.98,3.94,-0.04,-1.01,2022-11-03
CEG,2022-11-08,Sep-22,0.76,-0.57,-1.33,-175,2022-11-08
CEIX,2022-11-01,Sep-22,2.93,2.55,-0.38,-12.97,2022-11-01
CELH,2022-11-09,Sep-22,0.12,-0.73,-0.85,-708.33,2022-11-09
CENT,2022-11-21,Sep-22,0.03,-0.04,-0.07,-233.33,2022-11-21
CENTA,2022-11-21,Sep-22,0.03,-0.04,-0.07,-233.33,2022-11-21
CENX,2022-11-07,Sep-22,-0.63,-0.34,0.29,46.03,2022-11-07
CERE,2022-11-08,Sep-22,-0.62,-0.66,-0.04,-6.45,2022-11-08
CERS,2022-11-03,Sep-22,-0.05,-0.05,0,0,2022-11-03
CERT,2022-11-07,Sep-22,0.11,0.1,-0.01,-9.09,2022-11-07
CEVA,2022-11-09,Sep-22,0.19,0.2,0.01,5.26,2022-11-09
CF,2022-11-02,Sep-22,3.19,2.55,-0.64,-20.06,2022-11-02
CFB,2022-10-17,Sep-22,0.34,0.35,0.01,2.94,2022-10-17
CFFN,2022-10-26,Sep-22,0.15,0.14,-0.01,-6.67,2022-10-26
CFG,2022-10-19,Sep-22,1.2,1.3,0.1,8.33,2022-10-19
CFLT,2022-11-02,Sep-22,-0.17,-0.13,0.04,23.53,2022-11-02
CFR,2022-10-27,Sep-22,2.19,2.59,0.4,18.26,2022-10-27
CG,2022-11-08,Sep-22,1.04,1.42,0.38,36.54,2022-11-08
CGEM,2022-11-14,Sep-22,-0.97,-0.54,0.43,44.33,2022-11-14
CGNX,2022-11-03,Sep-22,0.12,0.21,0.09,75,2022-11-03
CHCO,2022-10-18,Sep-22,1.7,1.83,0.13,7.65,2022-10-18
CHCT,2022-11-01,Sep-22,0.59,0.21,-0.38,-64.41,2022-11-01
CHD,2022-10-28,Sep-22,0.65,0.76,0.11,16.92,2022-10-28
CHDN,2022-10-26,Sep-22,1.3,1.62,0.32,24.62,2022-10-26
CHE,2022-10-31,Sep-22,4.61,4.74,0.13,2.82,2022-10-31
CHEF,2022-10-26,Sep-22,0.27,0.41,0.14,51.85,2022-10-26
CHGG,2022-11-01,Sep-22,0.14,0.21,0.07,50,2022-11-01
CHH,2022-11-07,Sep-22,1.75,1.56,-0.19,-10.86,2022-11-07
CHK,2022-11-01,Sep-22,4.48,5.06,0.58,12.95,2022-11-01
CHPT,2022-12-01,Oct-22,-0.19,-0.17,0.02,10.53,2022-12-01
CHRD,2022-11-02,Sep-22,8.06,7.2,-0.86,-10.67,2022-11-02
CHRS,2022-11-08,Sep-22,-0.53,-0.96,-0.43,-81.13,2022-11-08
CHRW,2022-11-02,Sep-22,2.15,1.78,-0.37,-17.21,2022-11-02
CHS,2022-11-22,Oct-22,0.13,0.2,0.07,53.85,2022-11-22
CHTR,2022-10-28,Sep-22,7.94,7.38,-0.56,-7.05,2022-10-28
CHUY,2022-11-03,Sep-22,0.24,0.31,0.07,29.17,2022-11-03
CHX,2022-10-25,Sep-22,0.31,0.33,0.02,6.45,2022-10-25
CI,2022-11-03,Sep-22,5.7,6.04,0.34,5.96,2022-11-03
CIEN,2022-12-08,Oct-22,0.08,0.61,0.53,662.5,2022-12-08
CIM,2022-11-03,Sep-22,0.25,0.27,0.02,8,2022-11-03
CINF,2022-10-31,Sep-22,0.71,0.73,0.02,2.82,2022-10-31
CIO,2022-11-07,Sep-22,0.37,0.39,0.02,5.41,2022-11-07
CIR,2022-11-14,Sep-22,0.36,0.69,0.33,91.67,2022-11-14
CIVB,2022-10-27,Sep-22,0.6,0.72,0.12,20,2022-10-27
CIVI,2022-10-31,Sep-22,3.64,3.56,-0.08,-2.2,2022-10-31
CL,2022-10-28,Sep-22,0.74,0.74,0,0,2022-10-28
CLBK,2022-10-26,Sep-22,0.21,0.21,0,0,2022-10-26
CLDT,2022-11-08,Sep-22,0.42,0.21,-0.21,-50,2022-11-08
CLDX,2022-11-09,Sep-22,-0.57,-0.57,0,0,2022-11-09
CLF,2022-10-25,Sep-22,0.45,0.29,-0.16,-35.56,2022-10-25
CLFD,2022-11-17,Sep-22,0.8,1.22,0.42,52.5,2022-11-17
CLH,2022-11-02,Sep-22,2.02,2.43,0.41,20.3,2022-11-02
CLNE,2022-11-08,Sep-22,0.04,0.06,0.02,50,2022-11-08
CLOV,2022-11-07,Sep-22,-0.31,-0.16,0.15,48.39,2022-11-07
CLVT,2022-11-08,Sep-22,0.17,0.2,0.03,17.65,2022-11-08
CLW,2022-10-31,Sep-22,1.52,1.83,0.31,20.39,2022-10-31
CLX,2022-11-01,Sep-22,0.73,0.93,0.2,27.4,2022-11-01
CMA,2022-10-19,Sep-22,2.57,2.6,0.03,1.17,2022-10-19
CMAX,2022-11-09,Sep-22,-0.11,-0.25,-0.14,-127.27,2022-11-09
CMBM,2022-11-03,Sep-22,0.19,0.4,0.21,110.53,2022-11-03
CMC,2022-10-13,Aug-22,2.23,2.45,0.22,9.87,2022-10-13
CMCO,2022-10-27,Sep-22,0.72,0.73,0.01,1.39,2022-10-27
CMCSA,2022-10-27,Sep-22,0.89,0.96,0.07,7.87,2022-10-27
CME,2022-10-26,Sep-22,1.93,1.98,0.05,2.59,2022-10-26
CMG,2022-10-25,Sep-22,9.11,9.51,0.4,4.39,2022-10-25
CMI,2022-11-03,Sep-22,4.88,3.21,-1.67,-34.22,2022-11-03
CMP,2022-11-29,Sep-22,-0.17,0.01,0.18,105.88,2022-11-29
CMPR,2022-10-26,Sep-22,-0.89,-0.97,-0.08,-8.99,2022-10-26
CMRE,2022-11-02,Sep-22,0.87,0.88,0.01,1.15,2022-11-02
CMS,2022-10-27,Sep-22,0.56,0.56,0,0,2022-10-27
CMTG,2022-11-09,Sep-22,0.36,0.33,-0.03,-8.33,2022-11-09
CMTL,2022-12-08,Oct-22,-0.08,0.16,0.24,300,2022-12-08
CNA,2022-10-31,Sep-22,0.61,0.78,0.17,27.87,2022-10-31
CNC,2022-10-25,Sep-22,1.22,1.3,0.08,6.56,2022-10-25
CNDT,2022-11-01,Sep-22,0.08,0.09,0.01,12.5,2022-11-01
CNK,2022-11-04,Sep-22,-0.21,-0.2,0.01,4.76,2022-11-04
CNM,2022-12-13,Oct-22,0.6,0.65,0.05,8.33,2022-12-13
CNMD,2022-10-26,Sep-22,0.75,0.77,0.02,2.67,2022-10-26
CNNE,2022-11-09,Sep-22,-0.24,0.69,0.93,387.5,2022-11-09
CNO,2022-10-31,Sep-22,0.48,0.49,0.01,2.08,2022-10-31
CNOB,2022-10-27,Sep-22,0.77,0.7,-0.07,-9.09,2022-10-27
CNP,2022-11-01,Sep-22,0.31,0.32,0.01,3.23,2022-11-01
CNX,2022-10-27,Sep-22,0.72,-0.54,-1.26,-175,2022-10-27
CNXC,2022-09-28,Aug-22,2.97,2.95,-0.02,-0.67,2022-09-28
CNXN,2022-11-03,Sep-22,0.79,0.88,0.09,11.39,2022-11-03
COCO,2022-11-09,Sep-22,0.15,0.13,-0.02,-13.33,2022-11-09
CODI,2022-11-03,Sep-22,0.46,0.46,0,0,2022-11-03
COF,2022-10-27,Sep-22,5.03,4.2,-0.83,-16.5,2022-10-27
COGT,2022-11-14,Sep-22,-0.51,-0.5,0.01,1.96,2022-11-14
COHR,2022-11-09,Sep-22,0.83,1.04,0.21,25.3,2022-11-09
COHU,2022-10-27,Sep-22,0.65,0.74,0.09,13.85,2022-10-27
COIN,2022-11-03,Sep-22,-2.23,-2.43,-0.2,-8.97,2022-11-03
COLB,2022-10-20,Sep-22,0.8,0.86,0.06,7.5,2022-10-20
COLD,2022-11-03,Sep-22,0.25,-0.03,-0.28,-112,2022-11-03
COLL,2022-11-03,Sep-22,1.22,1.1,-0.12,-9.84,2022-11-03
COLM,2022-10-27,Sep-22,1.67,1.8,0.13,7.78,2022-10-27
COMM,2022-11-03,Sep-22,0.48,0.5,0.02,4.17,2022-11-03
COMP,2022-11-10,Sep-22,-0.34,-0.27,0.07,20.59,2022-11-10
COO,2022-12-08,Oct-22,3.09,2.75,-0.34,-11,2022-12-08
COOP,2022-10-26,Sep-22,0.5,0.58,0.08,16,2022-10-26
COP,2022-11-03,Sep-22,3.41,3.6,0.19,5.57,2022-11-03
CORT,2022-11-03,Sep-22,0.23,0.3,0.07,30.43,2022-11-03
COST,2022-09-22,Aug-22,4.12,4.2,0.08,1.94,2022-09-22
COTY,2022-11-08,Sep-22,0.11,0.11,0,0,2022-11-08
COUR,2022-10-26,Sep-22,-0.11,-0.07,0.04,36.36,2022-10-26
CPA,2022-11-16,Sep-22,2.63,2.91,0.28,10.65,2022-11-16
CPB,2022-12-07,Oct-22,0.86,1.02,0.16,18.6,2022-12-07
CPE,2022-11-02,Sep-22,4,4.04,0.04,1,2022-11-02
CPF,2022-10-21,Sep-22,0.61,0.61,0,0,2022-10-21
CPK,2022-11-02,Sep-22,0.75,0.54,-0.21,-28,2022-11-02
CPRI,2022-11-09,Sep-22,1.55,1.79,0.24,15.48,2022-11-09
CPRT,2022-11-16,Oct-22,0.55,0.51,-0.04,-7.27,2022-11-16
CPRX,2022-11-09,Sep-22,0.19,0.2,0.01,5.26,2022-11-09
CPSI,2022-11-01,Sep-22,0.66,0.57,-0.09,-13.64,2022-11-01
CPT,2022-10-27,Sep-22,1.7,1.7,0,0,2022-10-27
CRAI,2022-11-03,Sep-22,1.23,1.64,0.41,33.33,2022-11-03
CRBU,2022-11-08,Sep-22,-0.48,-0.44,0.04,8.33,2022-11-08
CRC,2022-11-03,Sep-22,1.28,1.45,0.17,13.28,2022-11-03
CRI,2022-10-28,Sep-22,1.65,1.67,0.02,1.21,2022-10-28
CRK,2022-11-01,Sep-22,1.15,1.18,0.03,2.61,2022-11-01
CRL,2022-11-02,Sep-22,2.51,2.63,0.12,4.78,2022-11-02
CRM,2022-11-30,Oct-22,1.21,1.4,0.19,15.7,2022-11-30
CRMT,2022-11-16,Oct-22,2.04,0.48,-1.56,-76.47,2022-11-16
CRNC,2022-11-29,Sep-22,-0.24,-0.14,0.1,41.67,2022-11-29
CRNX,2022-11-14,Sep-22,-0.78,-0.78,0,0,2022-11-14
CROX,2022-11-03,Sep-22,2.58,2.97,0.39,15.12,2022-11-03
CRS,2022-10-27,Sep-22,-0.14,-0.14,0,0,2022-10-27
CRSR,2022-11-03,Sep-22,0.05,0.08,0.03,60,2022-11-03
CRUS,2022-11-01,Sep-22,1.45,1.99,0.54,37.24,2022-11-01
CRWD,2022-11-29,Oct-22,0.32,0.4,0.08,25,2022-11-29
CSCO,2022-11-16,Oct-22,0.84,0.86,0.02,2.38,2022-11-16
CSGP,2022-10-25,Sep-22,0.24,0.3,0.06,25,2022-10-25
CSGS,2022-11-02,Sep-22,0.91,1.06,0.15,16.48,2022-11-02
CSL,2022-10-27,Sep-22,5.39,5.66,0.27,5.01,2022-10-27
CSR,2022-10-31,Sep-22,1.17,-0.14,-1.31,-111.97,2022-10-31
CSTL,2022-11-02,Sep-22,-0.7,-0.77,-0.07,-10,2022-11-02
CSTM,2022-10-26,Sep-22,0.33,0.89,0.56,169.7,2022-10-26
CSTR,2022-10-20,Sep-22,0.49,0.37,-0.12,-24.49,2022-10-20
CSV,2022-10-26,Sep-22,0.52,0.45,-0.07,-13.46,2022-10-26
CSX,2022-10-20,Sep-22,0.49,0.52,0.03,6.12,2022-10-20
CTAS,2022-09-28,Aug-22,3.15,3.39,0.24,7.62,2022-09-28
CTBI,2022-10-19,Sep-22,1.16,1.08,-0.08,-6.9,2022-10-19
CTIC,2022-11-07,Sep-22,-0.15,-0.13,0.02,13.33,2022-11-07
CTKB,2022-11-09,Sep-22,0.02,0.04,0.02,100,2022-11-09
CTLT,2022-11-01,Sep-22,0.55,0.34,-0.21,-38.18,2022-11-01
CTO,2022-10-27,Sep-22,0.43,0.19,-0.24,-55.81,2022-10-27
CTOS,2022-11-08,Sep-22,0.06,-0.01,-0.07,-116.67,2022-11-08
CTRA,2022-11-03,Sep-22,1.36,1.42,0.06,4.41,2022-11-03
CTRE,2022-11-08,Sep-22,0.38,0.37,-0.01,-2.63,2022-11-08
CTSH,2022-11-02,Sep-22,1.17,1.17,0,0,2022-11-02
CTVA,2022-11-03,Sep-22,-0.23,-0.12,0.11,47.83,2022-11-03
CUBE,2022-10-27,Sep-22,0.65,0.51,-0.14,-21.54,2022-10-27
CUBI,2022-10-26,Sep-22,2.23,2.48,0.25,11.21,2022-10-26
CUTR,2022-11-03,Sep-22,-0.3,-0.24,0.06,20,2022-11-03
CUZ,2022-10-27,Sep-22,0.66,0.69,0.03,4.55,2022-10-27
CVBF,2022-10-19,Sep-22,0.45,0.46,0.01,2.22,2022-10-19
CVCO,2022-11-03,Sep-22,4.83,8.25,3.42,70.81,2022-11-03
CVGW,2022-12-20,Oct-22,0.37,0.03,-0.34,-91.89,2022-12-20
CVI,2022-10-31,Sep-22,1.78,1.9,0.12,6.74,2022-10-31
CVLG,2022-10-20,Sep-22,1.37,1.52,0.15,10.95,2022-10-20
CVLT,2022-11-01,Sep-22,0.5,0.57,0.07,14,2022-11-01
CVNA,2022-11-03,Sep-22,-2.02,-2.67,-0.65,-32.18,2022-11-03
CVS,2022-11-02,Sep-22,1.99,2.09,0.1,5.03,2022-11-02
CVT,2022-11-03,Sep-22,0.04,0.01,-0.03,-75,2022-11-03
CVX,2022-10-28,Sep-22,5.02,5.56,0.54,10.76,2022-10-28
CW,2022-11-02,Sep-22,2.03,2.07,0.04,1.97,2022-11-02
CWEN,2022-11-02,Sep-22,0.13,0.28,0.15,115.38,2022-11-02
CWH,2022-11-01,Sep-22,1.27,1.07,-0.2,-15.75,2022-11-01
CWK,2022-11-03,Sep-22,0.57,0.43,-0.14,-24.56,2022-11-03
CWST,2022-10-27,Sep-22,0.38,0.45,0.07,18.42,2022-10-27
CWT,2022-10-27,Sep-22,1.16,1.03,-0.13,-11.21,2022-10-27
CXW,2022-11-02,Sep-22,0.34,0.29,-0.05,-14.71,2022-11-02
CYH,2022-10-26,Sep-22,0.05,-0.52,-0.57,-1140,2022-10-26
CYRX,2022-11-03,Sep-22,-0.13,-0.15,-0.02,-15.38,2022-11-03
CYTK,2022-11-03,Sep-22,-1.19,-1.28,-0.09,-7.56,2022-11-03
CZR,2022-11-01,Sep-22,0.15,0.24,0.09,60,2022-11-01
D,2022-11-04,Sep-22,1.08,1.11,0.03,2.78,2022-11-04
DAL,2022-10-13,Sep-22,1.56,1.51,-0.05,-3.21,2022-10-13
DAN,2022-10-27,Sep-22,0.21,0.24,0.03,14.29,2022-10-27
DAR,2022-11-08,Sep-22,1.42,1.2,-0.22,-15.49,2022-11-08
DASH,2022-11-03,Sep-22,-0.6,-0.77,-0.17,-28.33,2022-11-03
DBI,2022-12-01,Oct-22,0.74,0.67,-0.07,-9.46,2022-12-01
DBX,2022-11-03,Sep-22,0.37,0.43,0.06,16.22,2022-11-03
DCI,2022-11-30,Oct-22,0.7,0.75,0.05,7.14,2022-11-30
DCO,2022-11-07,Sep-22,0.9,0.96,0.06,6.67,2022-11-07
DCOM,2022-10-28,Sep-22,0.92,0.95,0.03,3.26,2022-10-28
DCPH,2022-11-03,Sep-22,-0.57,-0.55,0.02,3.51,2022-11-03
DD,2022-11-08,Sep-22,0.81,0.82,0.01,1.23,2022-11-08
DDD,2022-11-08,Sep-22,-0.09,-0.05,0.04,44.44,2022-11-08
DDOG,2022-11-03,Sep-22,0.15,0.23,0.08,53.33,2022-11-03
DDS,2022-11-10,Oct-22,4.87,10.96,6.09,125.05,2022-11-10
DE,2022-11-23,Oct-22,7.08,7.44,0.36,5.08,2022-11-23
DEA,2022-11-01,Sep-22,0.34,0.01,-0.33,-97.06,2022-11-01
DECK,2022-10-27,Sep-22,3.66,3.8,0.14,3.83,2022-10-27
DEI,2022-11-03,Sep-22,0.51,0.51,0,0,2022-11-03
DELL,2022-11-21,Oct-22,1.6,2.3,0.7,43.75,2022-11-21
DEN,2022-11-03,Sep-22,1.73,1.9,0.17,9.83,2022-11-03
DENN,2022-11-01,Sep-22,0.14,0.12,-0.02,-14.29,2022-11-01
DFIN,2022-11-02,Sep-22,1.08,0.77,-0.31,-28.7,2022-11-02
DFS,2022-10-24,Sep-22,3.66,3.54,-0.12,-3.28,2022-10-24
DG,2022-12-01,Oct-22,2.55,2.33,-0.22,-8.63,2022-12-01
DGII,2022-11-10,Sep-22,0.42,0.45,0.03,7.14,2022-11-10
DGX,2022-10-20,Sep-22,2.17,2.36,0.19,8.76,2022-10-20
DH,2022-11-03,Sep-22,0.05,0.06,0.01,20,2022-11-03
DHC,2022-11-02,Sep-22,0.03,-0.06,-0.09,-300,2022-11-02
DHI,2022-11-09,Sep-22,5.06,4.67,-0.39,-7.71,2022-11-09
DHR,2022-10-20,Sep-22,2.24,2.56,0.32,14.29,2022-10-20
DHT,2022-11-07,Sep-22,0.04,0.03,-0.01,-25,2022-11-07
DIN,2022-11-02,Sep-22,1.3,1.66,0.36,27.69,2022-11-02
DIOD,2022-11-07,Sep-22,1.86,2,0.14,7.53,2022-11-07
DIS,2022-11-08,Sep-22,0.5,0.3,-0.2,-40,2022-11-08
DISH,2022-11-02,Sep-22,0.55,0.65,0.1,18.18,2022-11-02
DK,2022-11-07,Sep-22,0.31,0.02,-0.29,-93.55,2022-11-07
DKNG,2022-11-04,Sep-22,-1.07,-1,0.07,6.54,2022-11-04
DKS,2022-11-22,Oct-22,2.24,2.6,0.36,16.07,2022-11-22
DLB,2022-11-17,Sep-22,0.7,0.54,-0.16,-22.86,2022-11-17
DLR,2022-10-26,Sep-22,1.67,1.67,0,0,2022-10-26
DLTR,2022-11-22,Oct-22,1.17,1.2,0.03,2.56,2022-11-22
DM,2022-11-09,Sep-22,-0.08,-0.1,-0.02,-25,2022-11-09
DNA,2022-11-14,Sep-22,-0.25,-0.4,-0.15,-60,2022-11-14
DNB,2022-11-03,Sep-22,0.29,0.29,0,0,2022-11-03
DNLI,2022-11-03,Sep-22,-0.83,-0.84,-0.01,-1.2,2022-11-03
DNOW,2022-11-02,Sep-22,0.24,0.3,0.06,25,2022-11-02
DNUT,2022-11-15,Sep-22,0.05,0.03,-0.02,-40,2022-11-15
DOC,2022-11-03,Sep-22,0.27,0.28,0.01,3.7,2022-11-03
DOCN,2022-11-07,Sep-22,0.23,0.38,0.15,65.22,2022-11-07
DOCS,2022-11-10,Sep-22,0.16,0.17,0.01,6.25,2022-11-10
DOCU,2022-12-08,Oct-22,0.41,0.57,0.16,39.02,2022-12-08
DOMO,2022-12-08,Oct-22,-0.26,-0.13,0.13,50,2022-12-08
DOOR,2022-11-07,Sep-22,2.51,2.53,0.02,0.8,2022-11-07
DORM,2022-10-24,Sep-22,1.21,1.17,-0.04,-3.31,2022-10-24
DOV,2022-10-20,Sep-22,2.2,2.26,0.06,2.73,2022-10-20
DOW,2022-10-20,Sep-22,1.03,1.11,0.08,7.77,2022-10-20
DOX,2022-11-08,Sep-22,1.29,1.29,0,0,2022-11-08
DPZ,2022-10-13,Sep-22,2.95,2.79,-0.16,-5.42,2022-10-13
DRH,2022-11-03,Sep-22,0.26,0.28,0.02,7.69,2022-11-03
DRI,2022-09-22,Aug-22,1.56,1.56,0,0,2022-09-22
DRQ,2022-10-27,Sep-22,-0.08,0.05,0.13,162.5,2022-10-27
DRVN,2022-10-26,Sep-22,0.28,0.32,0.04,14.29,2022-10-26
DSEY,2022-11-03,Sep-22,0.1,0.09,-0.01,-10,2022-11-03
DSGN,2022-11-03,Sep-22,-0.28,-0.32,-0.04,-14.29,2022-11-03
DSKE,2022-11-09,Sep-22,0.3,0.17,-0.13,-43.33,2022-11-09
DT,2022-11-02,Sep-22,0.18,0.22,0.04,22.22,2022-11-02
DTE,2022-10-27,Sep-22,1.58,1.6,0.02,1.27,2022-10-27
DTM,2022-10-28,Sep-22,0.86,0.9,0.04,4.65,2022-10-28
DUK,2022-11-03,Sep-22,1.83,1.78,-0.05,-2.73,2022-11-03
DUOL,2022-11-10,Sep-22,-0.59,-0.46,0.13,22.03,2022-11-10
DV,2022-11-08,Sep-22,0.05,0.06,0.01,20,2022-11-08
DVA,2022-10-28,Sep-22,1.65,1.45,-0.2,-12.12,2022-10-28
DVAX,2022-11-03,Sep-22,0.33,0.43,0.1,30.3,2022-11-03
DVN,2022-11-01,Sep-22,2.13,2.18,0.05,2.35,2022-11-01
DXC,2022-11-03,Sep-22,0.72,0.75,0.03,4.17,2022-11-03
DXCM,2022-10-27,Sep-22,0.24,0.28,0.04,16.67,2022-10-27
DY,2022-11-22,Oct-22,1.28,1.69,0.41,32.03,2022-11-22
DYN,2022-11-03,Sep-22,-0.95,-0.8,0.15,15.79,2022-11-03
EA,2022-11-01,Sep-22,1.35,1.28,-0.07,-5.19,2022-11-01
EAT,2022-11-02,Sep-22,-0.6,-0.57,0.03,5,2022-11-02
EB,2022-11-03,Sep-22,-0.16,-0.21,-0.05,-31.25,2022-11-03
EBAY,2022-11-02,Sep-22,0.93,1,0.07,7.53,2022-11-02
EBC,2022-10-27,Sep-22,0.37,0.34,-0.03,-8.11,2022-10-27
EBS,2022-11-08,Sep-22,-0.06,-1.27,-1.21,-2016.67,2022-11-08
ECL,2022-11-01,Sep-22,1.33,1.3,-0.03,-2.26,2022-11-01
ECPG,2022-11-02,Sep-22,1.77,1.22,-0.55,-31.07,2022-11-02
ECVT,2022-11-01,Sep-22,0.25,0.23,-0.02,-8,2022-11-01
ED,2022-11-03,Sep-22,1.47,1.63,0.16,10.88,2022-11-03
